Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,TSTGroupID,TSTMin,TSTMax,TransitionGroupID,TransitionMultiplierTypeID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,Chihuahuan Deserts,,,,,,,,,Urbanization: Low [Type],,0.2232,,,,,
,,Chihuahuan Deserts,,,,,,,,,Urbanization: Medium [Type],,0.1451,,,,,
,,Chihuahuan Deserts,,,,,,,,,Urbanization: Open [Type],,0.5737,,,,,
,,Coast Range,,,,,,,,,Ag Contraction: Cropland,,0.0526,,,,,
,,Coast Range,,,,,,,,,Ag Contraction: Pasture,,0.9474,,,,,
,,Coast Range,,,,,,,,,Ag Expansion: Cropland [Type],,0.1429,,,,,
,,Coast Range,,,,,,,,,Ag Expansion: Pasture [Type],,0.8571,,,,,
,,Coast Range,,,,,,,,,Fire: High Severity [Type],,0.0918,,,,,
,,Coast Range,,,,,,,,,Fire: Low Severity [Type],,0.7659,,,,,
,,Coast Range,,,,,,,,,Fire: Medium Severity [Type],,0.1423,,,,,
,,Coast Range,,,,,,,,,Intensification: Low to High [Type],,0.1765,,,,,
,,Coast Range,,,,,,,,,Intensification: Low to Medium [Type],,0.2353,,,,,
,,Coast Range,,,,,,,,,Intensification: Medium to High [Type],,0.0588,,,,,
,,Coast Range,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Coast Range,,,,,,,,,Intensification: Open to Low [Type],,0.1765,,,,,
,,Coast Range,,,,,,,,,Intensification: Open to Medium [Type],,0.3529,,,,,
,,Coast Range,,,,,,,,,Urbanization: High [Type],,0.1176,,,,,
,,Coast Range,,,,,,,,,Urbanization: Low [Type],,0.2353,,,,,
,,Coast Range,,,,,,,,,Urbanization: Medium [Type],,0.2353,,,,,
,,Coast Range,,,,,,,,,Urbanization: Open [Type],,0.4118,,,,,
,,Colorado Plateaus,,,,,,,,,Ag Contraction: Cropland,,0.4691,,,,,
,,Colorado Plateaus,,,,,,,,,Ag Contraction: Pasture,,0.5309,,,,,
,,Colorado Plateaus,,,,,,,,,Ag Expansion: Cropland [Type],,0.9242,,,,,
,,Colorado Plateaus,,,,,,,,,Ag Expansion: Pasture [Type],,0.0758,,,,,
,,Colorado Plateaus,,,,,,,,,Fire: High Severity [Type],,0.2029,,,,,
,,Colorado Plateaus,,,,,,,,,Fire: Low Severity [Type],,0.5069,,,,,
,,Colorado Plateaus,,,,,,,,,Fire: Medium Severity [Type],,0.2902,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Low to High [Type],,0.1667,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Open to High [Type],,0.1667,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Open to Low [Type],,0.1667,,,,,
,,Colorado Plateaus,,,,,,,,,Intensification: Open to Medium [Type],,0.5000,,,,,
,,Colorado Plateaus,,,,,,,,,Urbanization: High [Type],,0.0141,,,,,
,,Colorado Plateaus,,,,,,,,,Urbanization: Low [Type],,0.2676,,,,,
,,Colorado Plateaus,,,,,,,,,Urbanization: Medium [Type],,0.0986,,,,,
,,Colorado Plateaus,,,,,,,,,Urbanization: Open [Type],,0.6197,,,,,
,,Columbia Plateau,,,,,,,,,Ag Contraction: Cropland,,0.9725,,,,,
,,Columbia Plateau,,,,,,,,,Ag Contraction: Pasture,,0.0275,,,,,
,,Columbia Plateau,,,,,,,,,Ag Expansion: Cropland [Type],,0.9524,,,,,
,,Columbia Plateau,,,,,,,,,Ag Expansion: Pasture [Type],,0.0476,,,,,
,,Columbia Plateau,,,,,,,,,Fire: High Severity [Type],,0.0204,,,,,
,,Columbia Plateau,,,,,,,,,Fire: Low Severity [Type],,0.7837,,,,,
,,Columbia Plateau,,,,,,,,,Fire: Medium Severity [Type],,0.1959,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Low to High [Type],,0.1190,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Low to Medium [Type],,0.0952,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Open to High [Type],,0.0238,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Open to Low [Type],,0.0952,,,,,
,,Columbia Plateau,,,,,,,,,Intensification: Open to Medium [Type],,0.6667,,,,,
,,Columbia Plateau,,,,,,,,,Urbanization: High [Type],,0.0619,,,,,
,,Columbia Plateau,,,,,,,,,Urbanization: Low [Type],,0.3628,,,,,
,,Columbia Plateau,,,,,,,,,Urbanization: Medium [Type],,0.3009,,,,,
,,Columbia Plateau,,,,,,,,,Urbanization: Open [Type],,0.2743,,,,,
,,Cross Timbers,,,,,,,,,Ag Contraction: Cropland,,0.7589,,,,,
,,Cross Timbers,,,,,,,,,Ag Contraction: Pasture,,0.2411,,,,,
,,Cross Timbers,,,,,,,,,Ag Expansion: Cropland [Type],,0.9033,,,,,
,,Cross Timbers,,,,,,,,,Ag Expansion: Pasture [Type],,0.0967,,,,,
,,Cross Timbers,,,,,,,,,Fire: High Severity [Type],,0.0231,,,,,
,,Cross Timbers,,,,,,,,,Fire: Low Severity [Type],,0.9091,,,,,
,,Cross Timbers,,,,,,,,,Fire: Medium Severity [Type],,0.0677,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Low to High [Type],,0.0283,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Low to Medium [Type],,0.1604,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Open to High [Type],,0.0943,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Open to Low [Type],,0.1321,,,,,
,,Cross Timbers,,,,,,,,,Intensification: Open to Medium [Type],,0.5849,,,,,
,,Cross Timbers,,,,,,,,,Urbanization: High [Type],,0.0593,,,,,
,,Cross Timbers,,,,,,,,,Urbanization: Low [Type],,0.3253,,,,,
,,Cross Timbers,,,,,,,,,Urbanization: Medium [Type],,0.2933,,,,,
,,Cross Timbers,,,,,,,,,Urbanization: Open [Type],,0.3221,,,,,
,,Driftless Area,,,,,,,,,Ag Contraction: Cropland,,0.1301,,,,,
,,Driftless Area,,,,,,,,,Ag Contraction: Pasture,,0.8699,,,,,
,,Driftless Area,,,,,,,,,Ag Expansion: Cropland [Type],,0.4692,,,,,
,,Driftless Area,,,,,,,,,Ag Expansion: Pasture [Type],,0.5308,,,,,
,,Driftless Area,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Driftless Area,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Driftless Area,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Driftless Area,,,,,,,,,Intensification: Low to High [Type],,0.2414,,,,,
,,Driftless Area,,,,,,,,,Intensification: Low to Medium [Type],,0.1379,,,,,
,,Driftless Area,,,,,,,,,Intensification: Medium to High [Type],,0.0690,,,,,
,,Driftless Area,,,,,,,,,Intensification: Open to High [Type],,0.0690,,,,,
,,Driftless Area,,,,,,,,,Intensification: Open to Low [Type],,0.1034,,,,,
,,Driftless Area,,,,,,,,,Intensification: Open to Medium [Type],,0.3793,,,,,
,,Driftless Area,,,,,,,,,Urbanization: High [Type],,0.0652,,,,,
,,Driftless Area,,,,,,,,,Urbanization: Low [Type],,0.3261,,,,,
,,Driftless Area,,,,,,,,,Urbanization: Medium [Type],,0.1957,,,,,
,,Driftless Area,,,,,,,,,Urbanization: Open [Type],,0.4130,,,,,
,,East Central Texas Plains,,,,,,,,,Ag Contraction: Cropland,,0.0134,,,,,
,,East Central Texas Plains,,,,,,,,,Ag Contraction: Pasture,,0.9866,,,,,
,,East Central Texas Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.2093,,,,,
,,East Central Texas Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.7907,,,,,
,,East Central Texas Plains,,,,,,,,,Fire: High Severity [Type],,0.0712,,,,,
,,East Central Texas Plains,,,,,,,,,Fire: Low Severity [Type],,0.7236,,,,,
,,East Central Texas Plains,,,,,,,,,Fire: Medium Severity [Type],,0.2051,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Low to High [Type],,0.2059,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1176,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Open to High [Type],,0.0588,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Open to Low [Type],,0.0588,,,,,
,,East Central Texas Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.5588,,,,,
,,East Central Texas Plains,,,,,,,,,Urbanization: High [Type],,0.1275,,,,,
,,East Central Texas Plains,,,,,,,,,Urbanization: Low [Type],,0.2908,,,,,
,,East Central Texas Plains,,,,,,,,,Urbanization: Medium [Type],,0.3267,,,,,
,,East Central Texas Plains,,,,,,,,,Urbanization: Open [Type],,0.2550,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Ag Contraction: Cropland,,0.2813,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Ag Contraction: Pasture,,0.7188,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Ag Expansion: Cropland [Type],,0.8722,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Ag Expansion: Pasture [Type],,0.1278,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Fire: High Severity [Type],,0.1278,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Fire: Low Severity [Type],,0.6940,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Fire: Medium Severity [Type],,0.1781,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Low to High [Type],,0.5000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Low to Medium [Type],,0.5000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Intensification: Open to Medium [Type],,0.0000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Urbanization: Low [Type],,0.3077,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Urbanization: Medium [Type],,0.3077,,,,,
,,Eastern Cascades Slopes and Foothills,,,,,,,,,Urbanization: Open [Type],,0.3846,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Ag Contraction: Cropland,,0.3830,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Ag Contraction: Pasture,,0.6170,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.6667,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.3333,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Fire: High Severity [Type],,0.0315,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Fire: Low Severity [Type],,0.7378,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Fire: Medium Severity [Type],,0.2308,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Low to High [Type],,0.1685,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1236,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0169,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Open to High [Type],,0.1011,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1180,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.4719,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Urbanization: High [Type],,0.0891,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Urbanization: Low [Type],,0.2905,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Urbanization: Medium [Type],,0.2321,,,,,
,,Eastern Corn Belt Plains,,,,,,,,,Urbanization: Open [Type],,0.3883,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Ag Contraction: Cropland,,0.1010,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Ag Contraction: Pasture,,0.8990,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Ag Expansion: Cropland [Type],,0.2349,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Ag Expansion: Pasture [Type],,0.7651,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Low to High [Type],,0.1512,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Low to Medium [Type],,0.2209,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Medium to High [Type],,0.0116,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Open to High [Type],,0.0814,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Open to Low [Type],,0.1395,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Intensification: Open to Medium [Type],,0.3953,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Urbanization: High [Type],,0.0636,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Urbanization: Low [Type],,0.2966,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Urbanization: Medium [Type],,0.2331,,,,,
,,Eastern Great Lakes Lowlands,,,,,,,,,Urbanization: Open [Type],,0.4068,,,,,
,,Edwards Plateau,,,,,,,,,Ag Contraction: Cropland,,0.6250,,,,,
,,Edwards Plateau,,,,,,,,,Ag Contraction: Pasture,,0.3750,,,,,
,,Edwards Plateau,,,,,,,,,Ag Expansion: Cropland [Type],,0.9950,,,,,
,,Edwards Plateau,,,,,,,,,Ag Expansion: Pasture [Type],,0.0050,,,,,
,,Edwards Plateau,,,,,,,,,Fire: High Severity [Type],,0.0127,,,,,
,,Edwards Plateau,,,,,,,,,Fire: Low Severity [Type],,0.7686,,,,,
,,Edwards Plateau,,,,,,,,,Fire: Medium Severity [Type],,0.2187,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Low to High [Type],,0.0339,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Low to Medium [Type],,0.0508,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Open to High [Type],,0.1017,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Open to Low [Type],,0.2881,,,,,
,,Edwards Plateau,,,,,,,,,Intensification: Open to Medium [Type],,0.5254,,,,,
,,Edwards Plateau,,,,,,,,,Urbanization: High [Type],,0.0408,,,,,
,,Edwards Plateau,,,,,,,,,Urbanization: Low [Type],,0.3492,,,,,
,,Edwards Plateau,,,,,,,,,Urbanization: Medium [Type],,0.1882,,,,,
,,Edwards Plateau,,,,,,,,,Urbanization: Open [Type],,0.4218,,,,,
,,Erie Drift Plain,,,,,,,,,Ag Contraction: Cropland,,0.0319,,,,,
,,Erie Drift Plain,,,,,,,,,Ag Contraction: Pasture,,0.9681,,,,,
,,Erie Drift Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.4222,,,,,
,,Erie Drift Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.5778,,,,,
,,Erie Drift Plain,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Erie Drift Plain,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Erie Drift Plain,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Low to High [Type],,0.1528,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.1389,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0139,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Open to High [Type],,0.0972,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1111,,,,,
,,Erie Drift Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.4861,,,,,
,,Erie Drift Plain,,,,,,,,,Urbanization: High [Type],,0.0619,,,,,
,,Erie Drift Plain,,,,,,,,,Urbanization: Low [Type],,0.3000,,,,,
,,Erie Drift Plain,,,,,,,,,Urbanization: Medium [Type],,0.1381,,,,,
,,Erie Drift Plain,,,,,,,,,Urbanization: Open [Type],,0.5000,,,,,
,,Flint Hills,,,,,,,,,Ag Contraction: Cropland,,0.7252,,,,,
,,Flint Hills,,,,,,,,,Ag Contraction: Pasture,,0.2748,,,,,
,,Flint Hills,,,,,,,,,Ag Expansion: Cropland [Type],,0.9133,,,,,
,,Flint Hills,,,,,,,,,Ag Expansion: Pasture [Type],,0.0867,,,,,
,,Flint Hills,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Flint Hills,,,,,,,,,Fire: Low Severity [Type],,0.9988,,,,,
,,Flint Hills,,,,,,,,,Fire: Medium Severity [Type],,0.0012,,,,,
,,Flint Hills,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,Flint Hills,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,Flint Hills,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Flint Hills,,,,,,,,,Intensification: Open to High [Type],,0.3333,,,,,
,,Flint Hills,,,,,,,,,Intensification: Open to Low [Type],,0.3333,,,,,
,,Flint Hills,,,,,,,,,Intensification: Open to Medium [Type],,0.3333,,,,,
,,Flint Hills,,,,,,,,,Urbanization: High [Type],,0.0303,,,,,
,,Flint Hills,,,,,,,,,Urbanization: Low [Type],,0.2727,,,,,
,,Flint Hills,,,,,,,,,Urbanization: Medium [Type],,0.3333,,,,,
,,Flint Hills,,,,,,,,,Urbanization: Open [Type],,0.3636,,,,,
,,High Plains,,,,,,,,,Ag Contraction: Cropland,,0.9162,,,,,
,,High Plains,,,,,,,,,Ag Contraction: Pasture,,0.0838,,,,,
,,High Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.9384,,,,,
,,High Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.0616,,,,,
,,High Plains,,,,,,,,,Fire: High Severity [Type],,0.0126,,,,,
,,High Plains,,,,,,,,,Fire: Low Severity [Type],,0.8711,,,,,
,,High Plains,,,,,,,,,Fire: Medium Severity [Type],,0.1162,,,,,
,,High Plains,,,,,,,,,Intensification: Low to High [Type],,0.1714,,,,,
,,High Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1524,,,,,
,,High Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0095,,,,,
,,High Plains,,,,,,,,,Intensification: Open to High [Type],,0.0571,,,,,
,,High Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1048,,,,,
,,High Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.5048,,,,,
,,High Plains,,,,,,,,,Urbanization: High [Type],,0.0577,,,,,
,,High Plains,,,,,,,,,Urbanization: Low [Type],,0.2062,,,,,
,,High Plains,,,,,,,,,Urbanization: Medium [Type],,0.1883,,,,,
,,High Plains,,,,,,,,,Urbanization: Open [Type],,0.5478,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Ag Contraction: Cropland,,0.9487,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Ag Contraction: Pasture,,0.0513,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.9492,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.0508,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Low to High [Type],,0.2022,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1798,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0225,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Open to High [Type],,0.1124,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1461,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.3371,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Urbanization: High [Type],,0.0958,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Urbanization: Low [Type],,0.2934,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Urbanization: Medium [Type],,0.2275,,,,,
,,Huron/Erie Lake Plains,,,,,,,,,Urbanization: Open [Type],,0.3832,,,,,
,,Idaho Batholith,,,,,,,,,Ag Contraction: Cropland,,1.0000,,,,,
,,Idaho Batholith,,,,,,,,,Ag Contraction: Pasture,,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Ag Expansion: Cropland [Type],,0.9545,,,,,
,,Idaho Batholith,,,,,,,,,Ag Expansion: Pasture [Type],,0.0455,,,,,
,,Idaho Batholith,,,,,,,,,Fire: High Severity [Type],,0.2062,,,,,
,,Idaho Batholith,,,,,,,,,Fire: Low Severity [Type],,0.5858,,,,,
,,Idaho Batholith,,,,,,,,,Fire: Medium Severity [Type],,0.2080,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Open to Low [Type],,1.0000,,,,,
,,Idaho Batholith,,,,,,,,,Intensification: Open to Medium [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Urbanization: Low [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Urbanization: Medium [Type],,0.0000,,,,,
,,Idaho Batholith,,,,,,,,,Urbanization: Open [Type],,1.0000,,,,,
,,Interior Plateau,,,,,,,,,Ag Contraction: Cropland,,0.0157,,,,,
,,Interior Plateau,,,,,,,,,Ag Contraction: Pasture,,0.9843,,,,,
,,Interior Plateau,,,,,,,,,Ag Expansion: Cropland [Type],,0.2281,,,,,
,,Interior Plateau,,,,,,,,,Ag Expansion: Pasture [Type],,0.7719,,,,,
,,Interior Plateau,,,,,,,,,Fire: High Severity [Type],,0.0089,,,,,
,,Interior Plateau,,,,,,,,,Fire: Low Severity [Type],,0.9156,,,,,
,,Interior Plateau,,,,,,,,,Fire: Medium Severity [Type],,0.0756,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Low to High [Type],,0.1707,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Low to Medium [Type],,0.1159,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Medium to High [Type],,0.0122,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Open to High [Type],,0.1220,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Open to Low [Type],,0.1159,,,,,
,,Interior Plateau,,,,,,,,,Intensification: Open to Medium [Type],,0.4634,,,,,
,,Interior Plateau,,,,,,,,,Urbanization: High [Type],,0.0779,,,,,
,,Interior Plateau,,,,,,,,,Urbanization: Low [Type],,0.2871,,,,,
,,Interior Plateau,,,,,,,,,Urbanization: Medium [Type],,0.2299,,,,,
,,Interior Plateau,,,,,,,,,Urbanization: Open [Type],,0.4051,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Ag Contraction: Cropland,,0.3375,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Ag Contraction: Pasture,,0.6625,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Ag Expansion: Cropland [Type],,0.5502,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Ag Expansion: Pasture [Type],,0.4498,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Fire: High Severity [Type],,0.0217,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Fire: Low Severity [Type],,0.9239,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Fire: Medium Severity [Type],,0.0543,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Low to High [Type],,0.1809,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Low to Medium [Type],,0.1596,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Medium to High [Type],,0.0532,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Open to High [Type],,0.0638,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Open to Low [Type],,0.1277,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Intensification: Open to Medium [Type],,0.4149,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Urbanization: High [Type],,0.0914,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Urbanization: Low [Type],,0.2742,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Urbanization: Medium [Type],,0.2193,,,,,
,,Interior River Valleys and Hills,,,,,,,,,Urbanization: Open [Type],,0.4151,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Ag Contraction: Cropland,,0.0000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Ag Contraction: Pasture,,1.0000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Ag Expansion: Cropland [Type],,0.8000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Ag Expansion: Pasture [Type],,0.2000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Fire: High Severity [Type],,0.1994,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Fire: Low Severity [Type],,0.5831,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Fire: Medium Severity [Type],,0.2175,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Low to High [Type],,0.0833,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Low to Medium [Type],,0.0833,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Medium to High [Type],,0.0833,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Open to High [Type],,0.0833,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Open to Low [Type],,0.1667,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Intensification: Open to Medium [Type],,0.5000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Urbanization: Low [Type],,0.3333,,,,,
